id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3265192304,20151006,3953607.78,4,3.22,13422,1067521,3.2,1,4,3,11,4380,1768,1931,2008,98040,47.3787,-121.5061,4320,782652
2175721210,20140220,2934253.03,2,6.12,4875,635160,2.4,1,0,3,13,4585,3734,1996,0,98033,47.6659,-121.6854,1642,294597
1691585179,20140405,7545706.99,4,1.27,6325,1634870,1.2,0,0,3,5,2882,2052,2000,0,98184,47.6929,-121.8515,1164,559579
7694253773,20141020,954270.55,3,1.16,11978,1484603,1.0,1,2,2,5,765,4075,1971,0,98099,47.3687,-122.484,3518,295794
4012110804,20150520,3605820.14,3,5.1,8326,1511891,2.5,1,1,5,3,6916,732,1940,0,98079,47.4396,-121.3543,5369,21529
1791830418,20150727,7572587.67,5,0.85,2042,1338576,1.8,0,2,4,10,8374,187,2007,1933,98039,47.6,-122.4651,6181,161377
8883597153,20151129,5927675.31,8,4.17,2237,1194627,1.8,0,0,4,4,2050,473,2003,0,98147,47.681,-121.6111,2372,274449
7861838618,20150527,2901302.61,10,1.32,6304,243500,3.0,1,4,5,6,8662,1456,1960,0,98181,47.3812,-122.1408,996,138502
8667880109,20150426,7873831.25,2,2.61,4251,1610885,1.4,1,4,1,13,3511,2962,1928,0,98185,47.5183,-122.2355,3661,174946
5793831431,20141203,6609458.06,1,1.63,641,1611646,2.2,1,3,4,11,1214,3548,1902,0,98168,47.7087,-122.2512,541,859247
6365199957,20150810,7925650.79,6,0.88,5685,1352147,1.3,1,1,5,2,2514,2345,1929,0,98038,47.7702,-121.6241,1213,261138
4752365774,20141208,3351740.54,2,6.43,7962,1258616,3.2,0,2,3,5,8961,1740,1910,0,98143,47.765,-121.3464,4937,597992
4853091018,20150112,3256558.87,4,0.76,13294,233351,2.2,0,1,3,8,9010,583,1953,0,98039,47.3676,-121.9488,5575,373282
2466745334,20140223,6511051.25,9,2.73,10166,1227762,1.7,1,0,1,7,6473,251,1975,0,98199,47.6371,-121.3474,3899,659664
8699782311,20151126,5402789.76,8,3.88,11703,1511130,3.3,1,1,5,3,8701,4289,1923,1929,98020,47.4504,-121.4378,2790,174359
1373921221,20151219,3465639.63,5,1.87,482,1122975,1.2,0,0,3,3,6653,1851,1992,0,98060,47.5775,-122.2618,1817,48077
1502510331,20140309,7473435.55,7,6.2,393,207563,3.1,1,1,2,10,7881,1837,1985,0,98137,47.319,-122.2037,3673,781823
7983180154,20140527,5767222.46,7,4.85,7734,1261297,1.5,1,2,2,4,1250,389,1952,1910,98056,47.557,-121.4151,3152,15304
9362897152,20141219,2021745.04,3,3.45,10767,489120,2.0,0,3,1,3,632,1887,2014,0,98104,47.3468,-121.8498,4123,447927
3095511770,20151007,3639382.34,3,2.46,456,1294606,2.4,1,0,2,9,2916,2415,2000,0,98051,47.5616,-121.4617,613,323634
5124097745,20151222,7290603.97,6,3.06,4348,890868,1.6,0,2,5,6,5337,2397,1907,0,98190,47.4365,-122.2409,1170,759975
9333414935,20151014,6457294.8,1,2.19,929,1316704,3.0,0,2,2,12,3879,1597,1903,0,98150,47.4147,-122.2971,1377,116298
9254955047,20150225,5638504.3,8,0.02,2698,243093,1.5,0,3,1,9,4689,1692,1906,0,98086,47.4834,-122.0192,2973,864964
8933134933,20141012,243593.7,0,7.7,13465,40825,3.0,1,1,1,6,8315,4278,1969,0,98153,47.3135,-122.4489,5397,89679
3921762285,20141106,1878609.68,0,4.98,5511,254410,2.3,0,2,1,4,3210,812,1915,0,98031,47.1614,-122.1729,3925,863937
8005721807,20151128,3653676.66,6,5.38,11178,1146328,2.0,0,0,2,10,5243,443,1978,0,98089,47.5872,-122.3388,1606,60601
6896703856,20140812,1363678.43,1,1.5,579,1552935,3.2,1,4,2,13,4074,1116,1912,0,98128,47.5151,-122.3806,1567,539517
5348723524,20150521,1436522.78,3,6.56,4371,528555,2.0,1,4,4,8,7154,1773,1989,0,98158,47.2211,-121.4536,3179,234320
6638334698,20141224,1194286.45,0,5.19,9942,902133,2.2,0,4,4,5,2329,1806,1963,0,98028,47.1737,-122.5097,520,645234
9026947991,20140907,6784251.94,3,2.8,2371,1386459,2.0,0,2,2,10,4652,2299,1986,0,98116,47.6907,-122.3349,894,387585
7877658551,20150215,233606.9,0,6.71,2032,329116,1.8,1,2,2,10,1152,922,1986,0,98059,47.4228,-121.7694,6050,831222
6222086754,20140715,5684692.46,4,1.51,2930,311606,1.7,1,2,3,12,8141,3932,1934,0,98194,47.6871,-121.9976,3362,694710
9670373291,20141229,4255251.08,0,6.82,9885,360655,3.4,1,0,5,10,6165,445,1973,0,98091,47.7738,-122.4812,4410,153018
4040338741,20141002,6300747.23,6,3.87,11973,887516,1.1,1,4,2,4,9001,878,1924,0,98182,47.3348,-121.4852,2963,763773
4295856583,20150723,394391.0,7,0.39,3247,11069,1.1,1,3,4,2,7278,2662,1963,0,98042,47.4694,-122.1477,4075,741233
8789285693,20151223,7089692.01,9,2.3,10058,1639353,1.2,1,2,1,3,431,4665,1932,0,98049,47.6045,-121.5542,6103,121166
2599537312,20150702,1134982.0,1,1.89,10968,295497,3.0,1,2,3,7,5675,97,2010,0,98049,47.7423,-121.5612,4348,389862
7340705160,20140227,2967634.33,2,3.4,8898,832184,1.5,0,1,1,12,7825,4426,2011,0,98016,47.3645,-121.371,480,657127
4774194632,20141125,2832280.69,8,6.73,12813,1610748,2.1,0,0,1,9,2107,1794,1951,0,98140,47.4029,-121.9162,5285,219953
9963374429,20150922,5669714.64,0,4.11,5305,1411356,1.6,1,3,1,1,1745,3807,1900,0,98154,47.4733,-122.0268,2493,341632
6690176511,20140609,1519967.33,3,0.53,2304,702881,1.9,1,2,5,8,7214,78,1981,0,98062,47.6512,-122.2591,1081,254048
9628690962,20140903,2160079.68,7,7.65,6617,1142896,1.5,1,2,1,13,5687,1076,1939,0,98054,47.55,-121.6555,424,555582
9538866146,20150409,6527886.94,4,7.91,3592,1248709,1.8,0,1,2,7,4167,430,1908,0,98120,47.5002,-121.319,1355,620332
7291346341,20141125,1697599.04,6,4.87,3134,1386736,1.3,1,1,2,5,8976,3711,1997,1997,98033,47.3124,-121.4482,5516,125579
9249364440,20150119,1524226.42,4,0.95,3923,1574876,1.2,0,1,3,5,4708,838,1914,0,98101,47.5812,-121.4004,4732,383077
6429861724,20141114,6400219.2,8,4.34,3402,582292,2.7,1,4,4,8,645,1865,1967,1982,98012,47.5634,-121.3419,1722,415829
6788822967,20141216,3341296.57,1,0.24,13325,235433,1.2,0,0,4,1,5568,472,2000,1964,98061,47.4175,-121.8331,1019,821487
4392877344,20150130,7890353.64,9,1.47,11449,59622,3.0,0,3,1,13,8561,3974,2000,0,98010,47.6293,-121.3953,4993,72033
7972578962,20141125,6657999.95,6,6.06,12245,1444689,2.7,0,0,5,10,6208,34,2012,0,98032,47.7133,-122.0788,985,817130
4379846694,20140614,2271814.47,0,5.89,7022,1432800,1.8,0,3,5,4,1531,493,1955,0,98126,47.2835,-121.4011,3344,95726
2534276258,20150502,4100777.84,8,5.84,6041,1037334,3.4,1,2,4,8,9180,3715,1981,0,98166,47.4555,-121.4052,2228,402328
7389794530,20141009,1398024.3,8,5.65,5319,1504255,2.4,1,4,1,7,1779,4724,1936,0,98180,47.6602,-121.4019,3727,642520
5071528523,20150405,7393575.87,9,3.72,3549,1314585,2.2,1,1,2,6,6548,3395,1942,0,98036,47.3183,-121.4073,1187,416522
6876713816,20150302,4119768.07,2,1.46,4513,543501,3.2,1,2,5,8,7087,3184,1957,0,98042,47.2062,-122.4588,4054,485719
8300675465,20151004,7713896.89,6,0.75,10039,826594,2.6,1,3,1,6,2717,813,1921,0,98130,47.5531,-122.3504,1310,665189
1970677863,20140620,3074207.85,5,3.21,2954,751219,3.1,0,0,4,3,314,778,2009,1992,98113,47.2688,-121.4751,490,834505
8507718736,20150831,7214744.61,1,6.33,10079,493765,3.1,0,0,4,13,3763,4635,1982,0,98147,47.4513,-121.8424,3729,139540
7690617172,20140916,7408317.45,0,7.1,11670,1308671,2.1,0,3,2,2,7758,2919,1977,0,98159,47.233,-121.4577,6197,561453
4452623609,20150603,7967009.19,0,6.1,7135,718733,2.8,1,4,2,6,4538,3686,1929,0,98080,47.5011,-121.4517,5961,754772
3495281068,20141127,7172467.44,4,2.23,1662,675180,2.5,1,2,4,10,4373,2024,1980,0,98038,47.1786,-122.2496,2025,117129
9039395718,20151009,4954733.77,5,2.19,749,1610097,3.1,1,4,5,12,6981,4481,2010,0,98053,47.6452,-122.1251,1829,422865
9702300873,20140813,7101169.41,3,5.58,2865,1365080,1.3,0,0,2,11,4047,2031,1939,1927,98100,47.5053,-121.606,5054,205948
3782385881,20140214,2860430.96,6,3.05,10950,247151,1.6,0,3,1,2,1202,38,1948,0,98150,47.7714,-122.1729,4600,828353
8482869170,20150423,1485531.96,3,5.01,2299,919264,3.4,0,3,5,7,5539,1580,1975,0,98165,47.3449,-122.4881,3114,829606
1427979315,20150225,7148062.4,7,2.86,299,1581540,1.7,0,0,2,8,5576,1015,1998,0,98058,47.6484,-121.9121,3523,417739
1776323851,20141224,758650.07,8,3.81,4347,1524777,2.2,0,4,2,1,7067,4605,1992,0,98184,47.5521,-121.4114,1091,684550
2401083430,20150724,1919485.39,10,5.02,7307,560334,3.0,0,0,3,11,6541,1330,1969,1981,98053,47.28,-122.4128,3645,834448
2951001036,20150905,6354626.18,10,5.57,591,601224,2.9,1,3,4,9,4184,1160,2002,0,98091,47.7249,-121.6063,6073,818808
4489890751,20151029,1816212.7,8,6.81,10185,441495,3.1,0,2,1,3,448,3874,1940,0,98061,47.4614,-121.494,3038,476606
4228338277,20140314,5688235.49,1,4.28,12603,177936,2.0,1,0,1,3,2881,1916,1996,0,98087,47.2194,-122.1433,3530,420446
1215787740,20150424,7889128.87,1,1.42,8265,1122183,3.3,1,0,1,7,3351,1954,1953,0,98065,47.4457,-121.8229,4879,697630
4753492313,20150410,6825695.41,2,1.81,5425,870354,2.9,1,4,2,12,407,1058,1931,0,98141,47.3778,-122.4614,4871,127763
4933952713,20151014,5487336.9,1,6.9,11293,175688,1.1,0,3,1,6,9235,1744,1997,0,98093,47.4816,-121.7403,731,222056
8629092301,20141029,6723436.49,5,0.56,8992,36956,1.3,1,0,2,6,5576,1677,1908,0,98112,47.2352,-121.3201,3976,284074
4748135836,20141030,2585599.48,7,2.1,5488,651049,2.4,1,4,1,7,8086,1568,1911,0,98055,47.655,-122.1608,4088,824416
1098450159,20140218,7936075.14,4,5.93,8109,835962,1.8,1,3,3,13,5762,4532,1910,0,98003,47.339,-121.9871,2079,236147
4481596067,20140819,5801142.57,10,6.04,5921,1127024,3.1,1,3,4,1,4827,3256,1927,0,98040,47.1861,-121.3636,3462,652148
6299317103,20140319,6664212.1,9,4.19,2690,777752,2.6,1,4,3,4,5939,1907,1988,0,98178,47.4775,-122.3234,3613,551326
2599343789,20150920,5112261.61,3,3.34,2838,728375,1.5,1,2,1,9,1162,3028,1942,0,98004,47.5315,-122.0272,5697,647048
3924594493,20150122,303106.84,5,2.08,3484,1104769,3.3,1,3,3,8,4499,238,1990,1938,98025,47.5188,-122.0394,5468,37870
4044432463,20141216,5612760.52,8,7.37,4307,269216,1.4,1,1,3,2,5918,55,1921,0,98164,47.5016,-121.958,3687,771726
9937858401,20150212,3058568.16,3,4.12,1117,91118,3.5,1,4,5,9,5217,849,2005,0,98177,47.5102,-122.0642,528,839261
1843303223,20150516,5487758.69,0,1.61,673,734237,2.2,0,1,5,13,1585,3258,1965,0,98176,47.3223,-121.5806,3248,545996
6335925607,20140217,7900727.38,6,7.69,4671,337335,3.0,1,1,3,7,5927,2983,1992,0,98039,47.5197,-122.2779,2713,378743
9235078812,20151007,5250638.25,6,7.5,10880,499074,1.5,1,4,5,9,8728,639,1995,0,98181,47.524,-121.7297,4564,189005
7525847085,20140304,1161125.18,10,3.3,11237,314569,1.7,0,2,1,5,1385,1935,1954,0,98100,47.4682,-121.998,3935,463140
6913889264,20140619,6000031.41,5,4.38,13274,253922,1.6,0,4,4,11,4070,1295,1992,1986,98081,47.6672,-121.3171,3370,155893
7428972499,20150617,7923799.07,4,5.27,13265,414648,2.0,1,4,5,4,4923,3414,1900,0,98168,47.6465,-121.9286,5183,831355
5888678010,20150131,1895007.09,5,2.86,8562,23794,2.8,1,2,4,10,2661,1943,1993,0,98048,47.4876,-122.3814,4212,210064
1032644729,20151219,1539017.32,9,1.08,9114,269217,3.5,1,4,3,13,7908,624,1917,0,98020,47.4006,-121.575,5555,21297
6146068799,20141031,2399051.34,0,2.56,13104,1192047,2.2,0,0,1,1,8058,3344,2007,0,98034,47.5122,-122.3222,4498,254300
1768961161,20151016,6097237.12,9,1.96,10007,187778,2.3,1,2,4,7,3246,692,1909,0,98088,47.2072,-122.3647,5453,23539
2122209730,20150926,2485311.08,6,3.41,12529,111816,2.8,1,1,2,4,7698,2397,1905,0,98195,47.2493,-122.2962,2390,809207
4533127193,20141028,5162073.41,6,1.8,10529,1402988,2.0,1,3,2,9,413,155,1919,0,98188,47.6908,-122.1871,6202,772120
9733868249,20150120,4959139.7,5,2.82,3418,937579,2.2,1,4,3,4,5665,3999,1977,0,98086,47.7724,-122.3072,5872,256427
5339405348,20151002,7551615.0,7,7.55,1092,940840,2.2,1,3,3,9,6046,2455,1942,0,98189,47.6088,-121.7357,2103,354981
9784665920,20150719,6082388.85,2,4.07,8370,123539,1.3,1,2,3,1,816,2987,1908,0,98100,47.7231,-121.8928,912,58938
8703054587,20150124,1900548.53,0,3.15,3245,545768,2.8,1,2,5,3,1464,4500,1928,1946,98046,47.1633,-121.7095,5682,165230
8157182487,20140927,7493167.16,3,2.39,9399,203449,2.4,1,1,4,11,7760,1069,2009,0,98111,47.3259,-121.8925,5676,450817
7098141982,20140718,4414075.74,2,5.81,2060,249204,2.1,0,4,4,3,569,4655,1902,0,98123,47.2485,-121.8739,1282,444711
1924062916,20150401,3908650.13,8,3.67,11044,1569604,2.8,0,1,5,8,4416,1350,1967,0,98120,47.2867,-122.4807,3544,752975
7933702575,20150913,5736924.47,4,4.07,10221,1443536,2.8,1,3,1,3,8561,929,1921,0,98040,47.3963,-121.524,6080,12186
9050065415,20140321,724739.88,4,3.87,8954,1251850,1.6,0,4,1,1,5015,1564,1952,0,98158,47.4361,-121.6323,3028,183545
2700751451,20150506,7486174.27,3,2.73,9500,1092922,1.6,0,1,3,8,1174,2927,1959,1963,98053,47.5802,-121.8229,2189,815380
9729213438,20141029,7312559.54,9,1.58,8522,861016,1.4,1,0,1,1,6560,311,1966,0,98036,47.6621,-121.7795,5786,9077
2518883769,20150701,5085449.13,2,3.85,3628,1383171,1.7,0,4,1,9,1521,2576,1942,0,98005,47.3505,-121.3491,5218,750760
7323849592,20151118,2023343.98,0,6.42,4421,214224,1.4,0,0,1,5,1463,2566,1922,1989,98143,47.2617,-122.3122,860,309208
5347076181,20150802,3246893.89,5,2.74,1222,1244246,1.4,0,1,3,10,2015,2969,2009,0,98057,47.1838,-121.8831,4097,516637
4399316892,20140503,1853717.3,1,2.01,1134,812176,2.7,0,4,1,9,8868,3716,1973,0,98149,47.1717,-121.6595,5412,196895
5275506132,20140629,6728787.07,9,3.86,9665,1098604,3.3,1,0,1,3,8154,274,1917,0,98031,47.7357,-121.9517,5978,429342
2501518762,20150802,5902234.94,10,7.74,12040,1192485,3.2,0,4,5,8,5829,2742,1910,1960,98101,47.3556,-121.6592,2004,303850
9790488393,20140708,2851086.76,3,2.48,12018,1603385,2.0,1,4,4,11,4069,687,1992,0,98143,47.6897,-121.3747,850,844652
4201335455,20140731,1407071.2,0,6.83,11713,603017,1.6,1,1,2,8,2530,194,1930,0,98061,47.7245,-121.9875,5690,398626
6741005467,20150317,1185633.1,9,7.95,9421,982459,2.6,1,2,2,5,4969,3606,1979,0,98187,47.2582,-121.426,6014,561964
5321823048,20150208,6255141.75,5,4.35,4855,167058,1.7,1,4,2,10,6934,4152,2005,0,98129,47.3672,-121.3348,2239,662863
5605618481,20140910,547895.81,9,7.95,7093,1449601,2.1,1,4,2,7,5425,1777,2013,0,98004,47.3637,-122.3885,3965,407075
4078005135,20151207,3445111.26,9,6.52,2695,1446912,3.1,1,3,5,3,1450,2741,1923,0,98025,47.4936,-121.4855,1495,554479
6276283227,20151216,7020386.16,10,0.93,1084,823717,2.6,1,3,1,13,1331,1278,1915,0,98150,47.1973,-121.741,1963,692353
2123344568,20150403,5325683.13,3,1.74,9346,1558608,3.1,0,2,3,9,7520,237,1912,0,98115,47.3008,-122.1234,1834,302330
3968780599,20140420,6074627.87,8,3.73,8132,1223485,2.6,1,2,1,6,619,2673,1932,1925,98124,47.7724,-122.3416,4225,411450
9921100931,20150421,5390119.38,3,7.63,6354,1208784,2.3,1,4,3,7,8760,1145,1972,2008,98195,47.4714,-121.4834,2308,447998
1819074695,20150906,5637162.57,0,3.46,7152,1124254,2.4,0,0,2,1,2924,3886,1953,0,98142,47.6474,-122.0177,2623,502859
2471598476,20151203,5654060.51,5,6.42,8304,1056033,2.5,0,3,5,11,6343,294,2013,0,98100,47.7603,-121.7081,5093,223285
2911065707,20140923,5705091.06,10,5.53,4314,500648,1.4,0,4,5,11,1570,2727,1907,1901,98013,47.3527,-121.8942,4460,637424
9787984087,20140604,7755604.66,8,2.28,11301,1445542,1.9,1,2,2,4,2447,2634,1909,0,98113,47.1867,-122.4951,3660,21888
4236863651,20150629,6379146.4,8,3.23,13192,1499321,1.7,1,2,1,5,1773,2638,1944,0,98083,47.3774,-121.4249,6145,42455
4636418069,20140723,7468837.43,2,5.53,7300,1263146,3.5,0,4,3,13,335,3147,1995,0,98115,47.6055,-122.3166,1200,186015
6281002785,20150426,6545540.4,10,6.88,7582,1581055,1.0,0,4,2,1,3210,1625,2005,0,98047,47.2233,-122.0593,4355,651217
8584904927,20141224,4489696.24,2,3.98,2636,589028,3.3,0,0,3,7,573,2052,2007,0,98161,47.1611,-121.7661,5682,647872
4738618660,20150403,912126.31,10,4.0,7581,120877,1.8,1,4,2,5,9015,4335,1934,0,98072,47.4869,-122.4603,3809,265301
1041908381,20140930,1987738.83,0,7.78,1611,1268203,1.7,1,2,5,13,2911,2715,2012,0,98093,47.5943,-121.5356,5936,181438
8801210096,20140407,4375075.25,7,0.25,12161,992128,1.7,1,0,5,9,6703,2110,1904,0,98041,47.5854,-122.424,3138,301296
1554866205,20150926,6100056.62,2,3.23,6691,1023470,3.2,1,4,5,7,8359,3808,1954,0,98156,47.287,-121.6109,4471,416697
2933652753,20150630,3950162.86,8,4.13,923,1627648,2.2,0,3,4,9,5619,2642,1926,0,98112,47.4343,-121.7861,5083,808932
8620126612,20140516,7696017.88,6,0.77,6831,97482,1.9,0,4,2,3,2943,689,1970,0,98070,47.4998,-121.9571,1072,695670
5819793257,20150106,6086726.63,0,3.67,1469,679279,2.7,0,4,1,2,2547,2795,2003,0,98172,47.1748,-121.8713,4187,700909
6946209542,20140102,7445705.0,9,4.15,13369,1517059,1.5,1,0,3,7,7958,2236,1918,0,98163,47.5381,-121.9451,759,321457
5267510180,20150417,4233923.1,2,2.96,1387,1566294,2.1,0,2,5,5,5748,4340,1980,0,98077,47.6027,-121.5446,1421,812329
6077727586,20150727,6292266.37,4,5.55,4008,966368,3.4,0,3,1,1,5697,865,1937,1903,98142,47.6542,-122.1533,3161,244030
3959003439,20150707,965423.14,9,1.18,11633,179409,1.8,0,4,3,6,647,1901,1903,0,98098,47.5466,-121.5182,2590,774569
4852020094,20140802,5637910.07,1,5.0,8367,701780,2.3,0,2,1,4,5308,3921,2007,0,98023,47.5435,-122.4942,2493,642622
9684531177,20151209,5614288.25,0,7.38,10458,48071,2.2,1,3,4,13,4750,1463,1929,0,98179,47.4953,-121.7232,4053,817911
4752607748,20140516,5409042.42,4,5.34,5377,462126,1.1,0,4,5,6,7007,4474,1924,0,98068,47.5844,-121.9716,1568,445149
3721745594,20151013,1924237.6,0,3.99,10096,1076218,2.8,1,2,5,12,2215,2394,1956,0,98198,47.7399,-122.049,2369,532560
1877331576,20151126,2040781.1,1,2.46,10575,101753,1.3,1,0,1,7,6448,4018,1935,0,98104,47.3888,-121.4122,4445,22074
4134427472,20150928,1226929.32,4,6.95,10088,1100839,1.7,0,3,5,4,5957,4002,1975,0,98058,47.5561,-122.4808,1823,560437
2207792859,20150424,1178849.18,8,6.61,945,396974,2.3,1,0,3,11,5874,1880,1980,0,98183,47.3006,-121.5547,4389,271439
3206911577,20140215,903920.41,5,4.14,7944,1162481,2.5,0,1,4,13,5762,1023,1911,0,98035,47.2268,-121.4728,2391,181116
1835630963,20140606,5087922.17,7,2.54,11056,517397,2.5,0,3,3,1,9350,1289,1973,0,98187,47.3494,-121.3574,2119,614875
2245621295,20140225,966945.63,3,3.89,7230,1241431,2.2,1,3,2,13,3529,1623,1958,1901,98014,47.6195,-121.6682,1961,13632
9543781803,20151222,5447200.02,0,2.78,9366,558260,3.5,1,4,3,4,2918,2851,1915,0,98071,47.4992,-122.2679,5435,564599
8669491688,20140929,4530120.13,8,7.56,2613,1098816,2.9,1,1,5,2,8655,2957,1997,0,98048,47.6144,-122.1677,3466,638770
6941131853,20140101,7229116.63,6,2.36,7663,438777,2.5,1,1,2,4,7570,59,1980,0,98006,47.4481,-121.3728,2206,605401
8476384732,20141127,3800693.22,2,2.96,6190,555927,1.5,1,0,3,10,4143,820,1942,0,98090,47.5363,-122.3449,3716,787667
9610709368,20140603,1155984.34,3,7.54,12451,1383246,1.7,1,0,2,9,1699,2306,1948,0,98197,47.7485,-121.6368,2138,612151
5915659945,20140318,7697631.32,9,1.31,7385,159060,3.1,0,2,1,9,3902,3289,1961,0,98191,47.5374,-122.2052,5913,611052
3107058446,20140220,7430000.13,2,5.1,375,56545,2.2,1,2,4,8,1877,1344,1988,0,98155,47.413,-121.7774,3863,387630
3099096319,20140212,223718.18,10,0.69,6809,483596,2.2,0,2,1,1,8280,1114,1942,0,98047,47.718,-122.3686,1018,248115
4925698641,20140128,6579196.26,1,0.16,13164,1599422,1.2,1,2,5,1,2474,579,1922,0,98119,47.2329,-122.1343,1178,287770
4452975427,20150525,7389313.33,6,5.79,6496,1179772,1.3,0,0,5,6,5299,3257,1926,0,98061,47.6036,-122.0316,4042,565793
1039061065,20140320,7147912.54,7,4.98,3451,1490522,2.5,0,3,4,9,4679,4686,1981,0,98042,47.266,-121.5531,4190,109078
6043156394,20140210,7255185.08,4,6.52,5511,592268,1.6,1,0,3,8,3139,3249,1922,0,98016,47.6105,-121.764,2952,773480
6113195586,20150727,3601075.68,2,7.9,12600,1078501,1.8,1,0,4,9,2956,1405,1946,0,98151,47.7112,-122.0246,1702,285407
2133184530,20150303,6573142.16,4,2.74,5677,211180,1.6,0,3,5,5,3924,3679,1969,0,98197,47.4354,-122.1145,2059,269510
2272342226,20140914,3667923.91,7,7.02,11021,1275310,3.4,0,2,4,11,446,897,1944,2002,98160,47.2024,-121.8279,3722,615258
1185765736,20140930,5691553.35,6,4.67,2463,624567,3.4,1,1,3,9,6782,420,1900,2014,98008,47.2436,-121.3353,3607,761751
1363548462,20151030,3101930.56,5,5.48,2892,173725,2.7,1,0,3,2,5928,1811,2008,0,98132,47.3259,-122.4215,4188,645278
8126645038,20140615,4906748.62,8,7.31,3614,337634,2.8,1,2,1,13,3601,1433,1972,1905,98072,47.5906,-121.9203,2760,712912
4449580650,20140414,2667520.52,7,1.6,12957,214149,1.5,1,2,2,5,6922,2248,1915,0,98056,47.5869,-121.6582,3591,57073
2484611805,20150909,369104.3,9,2.48,1502,775737,2.1,0,3,1,9,6002,1318,1905,1953,98008,47.6446,-122.4381,1985,283935
7506530414,20140712,7564346.4,8,7.51,11438,274735,1.1,0,3,5,7,1635,1829,1981,0,98154,47.435,-122.1591,1435,120346
8993001629,20140331,648385.85,5,1.41,6422,510269,3.1,1,0,4,6,8187,1249,1958,0,98134,47.2988,-122.1625,4944,163507
2885535485,20141007,5923763.62,0,2.1,13145,254133,3.4,1,0,3,8,4589,394,1943,0,98114,47.5262,-122.418,3959,140972
3060213990,20151213,6601963.72,3,1.3,13300,1109131,3.0,0,2,3,1,1318,3287,1960,0,98189,47.5873,-122.4147,3498,269474
2632943120,20140726,5268634.12,5,2.93,8025,35218,3.5,1,3,3,9,4457,1484,1972,1913,98012,47.3726,-122.1799,3702,472265
9043625638,20151017,7563099.78,4,0.05,1563,839025,1.5,1,2,2,9,341,4230,1921,0,98173,47.4338,-122.2633,6026,542755
6921362941,20151123,1236657.59,6,3.92,3147,985803,3.2,1,0,5,4,2242,1693,1966,0,98178,47.7732,-121.3429,1062,401305
8451795216,20151109,3320887.5,9,7.39,10086,950975,1.9,0,3,5,12,9369,580,1909,0,98194,47.555,-121.457,3745,152530
9622509118,20140918,1566244.12,3,7.9,10331,1414473,3.2,0,2,2,13,4475,280,1986,0,98172,47.7111,-122.2881,1989,368556
6717317552,20141219,4869633.54,6,1.1,9828,1484615,1.8,0,4,1,5,6547,3095,2010,0,98189,47.3193,-122.1646,4357,842784
3631275610,20140727,4396093.27,3,7.2,12104,654479,1.5,1,3,4,10,6923,346,1949,0,98160,47.2181,-121.5748,2416,585130
2126787177,20150529,7523001.57,7,1.53,1211,1429830,2.7,1,2,1,8,5889,1022,2013,0,98021,47.2266,-121.6676,1003,222279
9379252378,20141006,1427588.91,0,1.72,12307,145243,1.6,1,0,2,9,2046,3228,1991,0,98086,47.6803,-121.6868,4727,794307
1923886282,20140515,7984546.07,5,0.66,5351,543319,2.0,1,3,4,3,2675,152,2001,0,98084,47.6987,-121.6231,3723,417090
3395583415,20150621,5377043.11,7,0.93,3984,928165,3.0,1,1,2,3,5990,2145,1980,0,98112,47.6802,-122.4994,4793,19626
8780546193,20150319,867862.26,10,5.58,11552,958928,3.1,0,0,5,11,6341,4281,1962,0,98080,47.5793,-121.6248,2740,581455
1331398956,20150415,3786033.18,5,7.1,2185,339785,2.0,1,0,2,7,5808,2573,1975,0,98199,47.3219,-122.1252,1119,389160
7436015517,20151203,3705740.4,8,5.93,5807,766181,1.5,0,3,1,7,5203,72,1993,0,98083,47.5451,-121.9662,6157,151216
5351917985,20150926,6436212.02,10,4.85,10430,382998,2.7,0,4,4,8,4404,165,1971,0,98070,47.5117,-122.5132,4648,783097
4005632389,20150924,4744374.95,3,4.94,6358,1549235,3.4,0,4,1,2,1583,1119,1946,0,98168,47.36,-121.4566,2650,476230
2889513718,20150224,1194411.25,4,5.81,9841,718886,2.4,0,2,5,11,7267,2541,1927,0,98036,47.4696,-122.5133,5607,176322
6845451660,20140306,2219888.07,9,0.82,11969,734755,3.1,1,1,4,5,6356,4433,1941,1983,98037,47.2224,-121.7039,1422,144860
3610179320,20150611,7793972.63,10,2.09,5489,1495961,1.1,0,1,5,3,8201,4445,1913,0,98030,47.5718,-121.8847,2076,101229
7380509567,20140929,2823222.84,7,4.73,12244,1260501,3.4,0,0,1,8,752,36,1911,0,98006,47.4675,-121.7257,5530,52422
2627108837,20140301,5021427.39,8,5.46,4277,1263118,1.1,1,4,4,9,5572,3338,1960,0,98014,47.1977,-122.3345,5629,260058
5631125460,20150831,3046203.17,3,1.51,8619,1313790,2.9,1,0,4,4,2557,690,1937,0,98064,47.678,-121.5442,986,460609
8573156508,20140411,427531.46,10,5.42,1057,1353381,2.9,1,0,1,3,9403,1525,1956,0,98184,47.597,-122.2744,724,394195
6227770275,20140213,7870656.53,8,3.29,957,622076,3.2,0,0,3,7,597,2424,1924,0,98062,47.4035,-121.9759,2590,430725
7586677663,20141020,4260850.6,7,4.56,6129,845275,3.5,0,2,4,8,7204,2407,1968,0,98008,47.3754,-122.437,4115,546357
